Type,ID,k,K,delta,b,I0,r,PS,P0,maxViral,TimeMax,cumViral
Needle SAT3 Hapto,SAT3,0.1412716,7.692606,2.975316,0.5049571,2.821858,4.164992,0.01373842,0.01319099,7.487047,2.78,18.41631
Needle SAT3 Hapto,SAT3,0.1320915,6.127412,2.762562,0.5436837,2.70994,4.308515,0.012462,0.01223875,6.053449,2.7175,17.29979
Needle SAT3 Hapto,SAT3,0.1783415,6.30703,2.739305,0.570022,2.491707,4.264702,0.01207068,0.0121892,6.214643,2.7275,16.53497
Needle SAT3 Hapto,SAT3,0.1721574,6.895423,2.669274,0.5371328,2.428853,4.073302,0.01276293,0.01233914,6.793461,2.8,17.68679
Needle SAT3 Hapto,SAT3,0.1798225,6.039263,2.810593,0.559767,2.322798,4.933611,0.01322351,0.01334914,5.971411,2.4825,16.95369
Needle SAT3 Hapto,SAT3,0.1495789,6.820647,2.827639,0.5073464,2.522072,4.384609,0.0149787,0.01411683,6.723111,2.6575,18.68064
Needle SAT3 Hapto,SAT3,0.1497382,6.586317,2.890291,0.4945625,2.710154,4.785188,0.01265088,0.01340706,6.521213,2.5425,19.08998
Needle SAT3 Hapto,SAT3,0.1789512,7.944668,2.88348,0.4834819,2.391484,4.454467,0.01433107,0.01509421,7.792768,2.6325,19.69518
Needle SAT3 Hapto,SAT3,0.1606173,7.156545,2.788375,0.5130426,2.579679,4.325259,0.01379945,0.01328249,7.040637,2.715,18.26261
Needle SAT3 Hapto,SAT3,0.1439174,6.597743,2.711224,0.5018029,2.586977,4.513862,0.01458764,0.01460546,6.530048,2.6525,19.02446
Needle SAT3 Hapto,SAT3,0.1703298,5.886764,3,0.5103266,2.387929,5.39841,0.01125843,0.01250937,5.854395,2.3475,18.59644
Needle SAT3 Hapto,SAT3,0.1623906,7.025428,2.680139,0.507372,2.356603,4.358374,0.01360091,0.01441717,6.948573,2.6925,19.03727
Needle SAT3 Hapto,SAT3,0.132696,7.229923,2.538536,0.4625857,2.701126,4.002064,0.01294948,0.01355781,7.124162,2.905,20.29129
Needle SAT3 Hapto,SAT3,0.1783162,7.690938,2.869542,0.5257302,2.430411,3.854042,0.01375179,0.01250163,7.519522,2.88,18.13034
Needle SAT3 Hapto,SAT3,0.16374,6.64576,2.88801,0.5451486,2.443702,4.935697,0.01397637,0.01318038,6.562836,2.4725,17.79898
Needle SAT3 Hapto,SAT3,0.1558609,7.73237,2.903493,0.5067834,2.745842,3.966031,0.01315747,0.01329815,7.556714,2.835,18.59965
Needle SAT3 Hapto,SAT3,0.1333455,7.051744,2.798711,0.459209,2.743177,5.168359,0.0129723,0.01441367,6.996253,2.415,20.64378
Needle SAT3 Hapto,SAT3,0.1574162,7.649303,2.942399,0.4953583,2.504323,4.308487,0.0145775,0.01381143,7.492943,2.7175,18.96469
Needle SAT3 Hapto,SAT3,0.1270498,7.316805,2.62488,0.4896591,2.697653,4.123401,0.01327663,0.01407686,7.187662,2.8025,19.39379
Needle SAT3 Hapto,SAT3,0.1956615,7.530835,2.729729,0.5069686,2.198409,4.432062,0.01390281,0.01319399,7.367032,2.6975,18.90228
Needle SAT3 Hapto,SAT3,0.1681494,8.4889,2.775084,0.5020466,2.451713,3.520238,0.01231016,0.01302676,8.231413,3.045,18.84614
Needle SAT3 Hapto,SAT3,0.1478831,7.915737,2.68222,0.4673044,2.678214,4.229414,0.01404328,0.01430855,7.790392,2.78,20.57679
Needle SAT3 Hapto,SAT3,0.1399098,7.268519,2.771493,0.4695835,2.666863,4.667471,0.01256025,0.01395583,7.141115,2.6125,19.92162
Needle SAT3 Hapto,SAT3,0.1758459,7.208182,2.904054,0.5515518,2.422712,4.070902,0.01181386,0.01180409,7.011804,2.86,17.79209
Needle SAT3 Hapto,SAT3,0.1555124,6.719631,2.722434,0.5107497,2.564629,3.955802,0.01235597,0.0129294,6.597701,2.905,18.57773
Needle SAT3 Hapto,SAT3,0.2135805,8.587307,2.840117,0.4980182,2.133163,3.890349,0.0160315,0.01457412,8.376369,2.86,19.64331
Needle SAT3 Hapto,SAT3,0.1857826,7.270879,2.810041,0.511096,2.284915,4.331822,0.01329063,0.01267973,7.153514,2.7375,18.94033
Needle SAT3 Hapto,SAT3,0.1836777,7.704242,2.881055,0.5007373,2.388766,4.107277,0.01574506,0.01498754,7.565667,2.7475,19.1087
Needle SAT3 Hapto,SAT3,0.1242683,7.824057,2.707261,0.4537801,2.924513,4.445376,0.01516681,0.01445699,7.699189,2.65,20.41876
Needle SAT3 Hapto,SAT3,0.1702481,7.817252,2.708379,0.4849011,2.448149,4.03841,0.01432865,0.0143419,7.683823,2.8025,19.45434
Needle SAT3 Hapto,SAT3,0.1479471,7.545345,2.929621,0.5317058,2.794925,4.10123,0.01388542,0.01319488,7.339388,2.77,17.59022
Needle SAT3 Hapto,SAT3,0.1566823,7.194761,2.605599,0.5268723,2.628445,3.928122,0.01325822,0.01205293,7.058013,2.8725,17.78433
Needle SAT3 Hapto,SAT3,0.1857381,7.729485,2.831479,0.499283,2.343254,4.320078,0.01538869,0.01398972,7.590682,2.705,19.3696
Needle SAT3 Hapto,SAT3,0.1642844,6.932115,2.575548,0.5500484,2.587182,3.946395,0.01337309,0.01318902,6.811676,2.8775,17.9664
Needle SAT3 Hapto,SAT3,0.1555948,7.387298,2.708484,0.4739428,2.494793,4.51177,0.01347724,0.01440018,7.3172,2.6675,20.78858
Needle SAT3 Hapto,SAT3,0.1755663,6.832286,2.688829,0.6112096,2.475502,3.639583,0.0119218,0.01127046,6.667428,2.9825,15.97275
Needle SAT3 Hapto,SAT3,0.1703839,7.278827,2.863493,0.4814429,2.487147,4.526902,0.01341322,0.01358822,7.188319,2.6275,19.4343
Needle SAT3 Hapto,SAT3,0.1642278,7.534396,2.938209,0.5031788,2.457448,4.482908,0.01229533,0.01249432,7.395082,2.665,18.8529
Needle SAT3 Hapto,SAT3,0.1739228,7.630184,2.906439,0.5286907,2.508974,3.814058,0.01371519,0.01246839,7.45252,2.885,17.96606
Needle SAT3 Hapto,SAT3,0.1349534,7.811335,2.834878,0.5120235,2.758428,3.630375,0.0128319,0.01294167,7.5992,2.9775,18.1004
Needle SAT3 Hapto,SAT3,0.1574113,7.257842,2.848592,0.4874473,2.50134,4.523987,0.01406069,0.01340034,7.149937,2.6375,19.38539
Needle SAT3 Hapto,SAT3,0.1590158,7.059815,2.9169,0.5109807,2.632383,4.223577,0.0128457,0.01311733,6.944183,2.745,18.58213
Needle SAT3 Hapto,SAT3,0.1807298,7.700217,2.71564,0.4764168,2.308185,4.327015,0.01282617,0.01353875,7.555492,2.725,19.94136
Needle SAT3 Hapto,SAT3,0.1642056,6.694544,2.687558,0.5641331,2.548575,4.079832,0.01420614,0.01354475,6.579533,2.8175,17.34628
Needle SAT3 Hapto,SAT3,0.1572814,6.42387,2.895823,0.5195569,2.488075,4.7924,0.013264,0.013988,6.345966,2.51,17.99931
Needle SAT3 Hapto,SAT3,0.1685471,8.428554,2.788095,0.4912374,2.595729,3.822197,0.01430155,0.01300141,8.228124,2.89,19.43721
Needle SAT3 Hapto,SAT3,0.1760205,7.353154,2.889635,0.5030645,2.311341,4.147732,0.01437941,0.01450784,7.230493,2.7725,18.89792
Needle SAT3 Hapto,SAT3,0.1554499,7.120415,2.783867,0.5106108,2.505364,3.94003,0.01500473,0.01364067,7.007079,2.8325,18.32054
Needle SAT3 Hapto,SAT3,0.1468863,6.86063,2.758203,0.5566598,2.702423,4.173416,0.01299215,0.01229912,6.717984,2.755,17.26455
Needle SAT3 Hapto,SAT3,0.1656547,6.117345,2.792104,0.5418512,2.420015,4.385208,0.01326036,0.01412083,6.058654,2.6725,17.71511
Needle SAT3 Hapto,SAT3,0.2116787,6.925371,2.81726,0.5683372,2.061282,3.967483,0.01382137,0.01256489,6.80985,2.815,16.94148
Needle SAT3 Hapto,SAT3,0.177944,6.983714,2.760625,0.5504961,2.43289,4.000997,0.01431413,0.01351632,6.870169,2.7925,17.57767
Needle SAT3 Hapto,SAT3,0.1462096,6.546489,2.747602,0.5400806,2.637337,4.542912,0.01169007,0.01177765,6.456612,2.6475,17.46735
Needle SAT3 Hapto,SAT3,0.1769639,6.441864,2.940727,0.478117,2.225293,5.423551,0.01389121,0.01464436,6.407035,2.32,20.02024
Needle SAT3 Hapto,SAT3,0.1827365,7.468379,2.790954,0.4826752,2.382108,4.203775,0.01351146,0.01375854,7.371834,2.7475,19.66819
Needle SAT3 Hapto,SAT3,0.2008222,7.474578,2.86425,0.5552927,2.145418,3.613501,0.0134836,0.01225782,7.281799,2.985,17.08643
Needle SAT3 Hapto,SAT3,0.1687173,7.354087,2.741428,0.5478651,2.367332,3.734214,0.01298043,0.01285755,7.177211,2.92,17.25361
Needle SAT3 Hapto,SAT3,0.193271,7.230508,2.819008,0.5258001,2.232638,4.415185,0.01214124,0.0122452,7.030034,2.715,18.56752
Needle SAT3 Hapto,SAT3,0.1855113,7.486894,2.844899,0.4959579,2.189985,4.283051,0.01276735,0.01296027,7.361909,2.755,19.17117
Needle SAT3 Hapto,SAT3,0.1487578,6.372662,2.896884,0.4660341,2.535286,5.082754,0.01245529,0.01383921,6.329038,2.47,20.13473
Needle SAT3 Hapto,SAT3,0.2116755,6.842208,2.739114,0.5391428,2.054669,4.458272,0.0135843,0.01288201,6.748524,2.68,18.1237
Needle SAT3 Hapto,SAT3,0.1740399,7.17327,2.877512,0.5360641,2.577704,3.967122,0.01209191,0.01261592,7.021158,2.82,17.43208
Needle SAT3 Hapto,SAT3,0.1531117,6.549776,2.786146,0.5352121,2.563102,4.21934,0.01240432,0.01266919,6.453798,2.745,17.38111
Needle SAT3 Hapto,SAT3,0.1620399,6.689758,2.695104,0.5373683,2.519025,4.38425,0.01247075,0.01250657,6.552628,2.7075,17.65354
Needle SAT3 Hapto,SAT3,0.1731563,7.589026,2.68416,0.5258856,2.550339,3.78334,0.0135713,0.01290711,7.43016,2.92,18.50624
Needle SAT3 Hapto,SAT3,0.1688509,8.617062,2.861704,0.5021845,2.57958,3.68019,0.01554913,0.01413557,8.396293,2.9325,19.34519
Needle SAT3 Hapto,SAT3,0.1854008,8.105585,2.801959,0.494371,2.306188,3.921368,0.01471283,0.0133753,7.925212,2.86,19.34493
Needle SAT3 Hapto,SAT3,0.1691322,8.183347,2.772957,0.4559444,2.511475,4.267264,0.01482487,0.01398785,7.988487,2.7725,20.63177
Needle SAT3 Hapto,SAT3,0.1692193,6.895709,2.663027,0.5171481,2.397086,4.80497,0.0128328,0.01304903,6.805657,2.5825,19.11641
Needle SAT3 Hapto,SAT3,0.1183546,7.136525,2.808523,0.4658371,2.884245,4.479804,0.0131604,0.01384173,7.0407,2.6575,20.04839
Needle SAT3 Hapto,SAT3,0.1384193,6.320973,2.814439,0.5135751,2.40561,5.279749,0.01155135,0.01230558,6.244239,2.44,18.61687
Needle SAT3 Hapto,SAT3,0.1764299,6.702807,2.709188,0.5489575,2.3906,4.22313,0.01397532,0.01406326,6.616691,2.73,17.92089
Needle SAT3 Hapto,SAT3,0.2020184,8.119039,2.758203,0.494141,2.286134,3.943407,0.01379418,0.01299809,7.942385,2.8675,19.57034
Needle SAT3 Hapto,SAT3,0.1662138,7.161425,2.739213,0.4860019,2.459665,4.390993,0.01433998,0.01383335,7.065255,2.725,19.5345
Needle SAT3 Hapto,SAT3,0.2090142,7.788715,2.758839,0.5219048,2.151685,3.78541,0.01352377,0.01285005,7.620923,2.9125,18.4826
Needle SAT3 Hapto,SAT3,0.1995366,8.219268,2.731756,0.5078441,2.329451,3.642652,0.01438711,0.01307919,8.002263,2.9675,18.6542
Needle SAT3 Hapto,SAT3,0.1356203,7.758817,2.585859,0.4620262,2.743598,4.385698,0.01408969,0.01429945,7.626069,2.6925,20.25966
Needle SAT3 Hapto,SAT3,0.1709712,7.107611,2.735201,0.5023275,2.34932,4.261073,0.01275245,0.01278524,7.018204,2.7425,18.81141
Needle SAT3 Hapto,SAT3,0.1441118,7.28812,2.561278,0.4817152,2.723245,3.863729,0.0121,0.01251108,7.140339,2.9725,19.76295
Needle SAT3 Hapto,SAT3,0.1507544,6.816758,2.66015,0.4943107,2.546365,4.299348,0.01260499,0.01297491,6.709408,2.7925,19.18288
Needle SAT3 Hapto,SAT3,0.1597763,8.056285,2.881434,0.4733245,2.619586,4.22573,0.01496032,0.0142148,7.875027,2.7175,19.67431
Needle SAT3 Hapto,SAT3,0.1551156,7.393855,2.625218,0.4871678,2.664452,3.983842,0.01483851,0.01412307,7.284058,2.825,19.26615
Needle SAT3 Hapto,SAT3,0.1566525,6.683547,2.777427,0.5384424,2.574192,4.176501,0.01495788,0.01359808,6.58912,2.7175,17.44812
Needle SAT3 Hapto,SAT3,0.1773194,7.404785,2.62369,0.5402577,2.416781,3.657654,0.01142862,0.01209301,7.139173,3.0075,17.58047
Needle SAT3 Hapto,SAT3,0.2113988,7.98038,2.792351,0.4813756,2.209198,4.195244,0.01377836,0.0137746,7.842667,2.7625,20.04849
Needle SAT3 Hapto,SAT3,0.1580678,7.239243,2.638906,0.49908,2.608932,3.941443,0.01210753,0.01277323,7.079596,2.89,18.83478
Needle SAT3 Hapto,SAT3,0.1687901,7.354683,2.916643,0.5023753,2.399438,4.299291,0.01278638,0.01300322,7.234212,2.7375,18.89011
Needle SAT3 Hapto,SAT3,0.1768546,6.622771,2.784639,0.5070666,2.359355,4.845754,0.01341754,0.01344655,6.54928,2.5475,18.80015
Needle SAT3 Hapto,SAT3,0.1775183,7.463431,2.748037,0.5054691,2.357839,3.983872,0.01393273,0.01379435,7.32088,2.8325,18.77004
Needle SAT3 Hapto,SAT3,0.1385537,8.004881,2.555282,0.4981309,2.751091,3.53771,0.01318501,0.01247563,7.771788,3.065,18.85845
Needle SAT3 Hapto,SAT3,0.1582794,6.928948,2.832245,0.479817,2.545427,4.82662,0.01214488,0.01349432,6.846815,2.5575,19.72301
Needle SAT3 Hapto,SAT3,0.1441942,6.928293,2.6564,0.5049639,2.560146,4.39187,0.01427109,0.01353246,6.834398,2.67,18.71563
Needle SAT3 Hapto,SAT3,0.1936909,7.424764,2.710237,0.4459979,2.186305,5.078088,0.01535857,0.01587225,7.366002,2.44,22.01859
Needle SAT3 Hapto,SAT3,0.1441392,7.698132,2.921423,0.5148959,2.820898,3.726098,0.01235537,0.01283817,7.515843,2.915,17.97588
Needle SAT3 Hapto,SAT3,0.1410028,6.787244,2.946064,0.4691262,2.76726,5.242601,0.01225355,0.01302366,6.700497,2.4375,19.72847
Needle SAT3 Hapto,SAT3,0.1623697,6.86377,2.971752,0.465923,2.523124,5.203375,0.01421585,0.01503275,6.807772,2.385,20.20619
Needle SAT3 Hapto,SAT3,0.1819532,9.678481,2.836413,0.4501104,2.482209,3.654318,0.01484557,0.01349597,9.383739,2.965,20.83841
Needle SAT3 Hapto,SAT3,0.1487213,7.43252,2.756592,0.4629451,2.488508,4.466074,0.01526284,0.01535552,7.343873,2.6775,20.59982
Needle SAT3 Hapto,SAT3,0.1522226,8.279999,2.635107,0.4609984,2.695254,4.122917,0.01424102,0.01353629,8.061296,2.8,20.34562
Needle SAT3 Hapto,SAT3,0.1836655,8.200219,2.884488,0.5030601,2.345854,3.775198,0.01303342,0.01252104,7.977468,2.9475,18.83613
Needle SAT3 Hapto,SAT3,0.1505512,7.058333,2.749595,0.5325022,2.519552,3.797273,0.01362958,0.01367213,6.92166,2.895,17.77185
Needle SAT3 Hapto,SAT3,0.1651054,6.739298,2.790047,0.4889392,2.450233,4.568481,0.01196756,0.01329729,6.653316,2.685,19.79189
Needle SAT3 Hapto,SAT3,0.1787375,7.920716,2.995656,0.4886601,2.434669,4.359188,0.01515987,0.01380877,7.76748,2.6925,19.47956
Needle SAT3 Hapto,SAT3,0.1786122,6.858211,2.751419,0.5187391,2.256549,4.093972,0.01255947,0.01250331,6.771421,2.825,18.37757
Needle SAT3 Hapto,SAT3,0.1606384,7.900252,2.937482,0.4757978,2.569827,4.010638,0.01554939,0.0148177,7.736488,2.8,19.75407
Needle SAT3 Hapto,SAT3,0.1921638,8.119921,2.732665,0.485974,2.343511,4.177952,0.01366466,0.01389019,7.940445,2.79,19.69915
Needle SAT3 Hapto,SAT3,0.1223208,8.444055,2.757239,0.4660553,2.98376,4.06367,0.01362959,0.01384261,8.222585,2.81,19.90247
Needle SAT3 Hapto,SAT3,0.1832531,8.013582,2.78088,0.5237757,2.35925,3.612175,0.01485324,0.01350295,7.791809,2.9775,18.16147
Needle SAT3 Hapto,SAT3,0.1448412,6.97016,2.835539,0.5062135,2.592482,4.321223,0.01248788,0.0128382,6.863001,2.7475,19.40335
Needle SAT3 Hapto,SAT3,0.1368874,7.695115,2.852271,0.4516512,2.820631,4.393385,0.01433311,0.01458539,7.55336,2.705,20.4851
Needle SAT3 Hapto,SAT3,0.1735755,7.72703,2.825024,0.5138795,2.474047,4.127799,0.01269707,0.01296352,7.558246,2.79,18.36002
Needle SAT3 Hapto,SAT3,0.1579555,6.701185,2.962097,0.5547962,2.638394,4.15743,0.01251363,0.01246698,6.571603,2.7475,17.19538
Needle SAT3 Hapto,SAT3,0.1619278,6.814573,2.81512,0.5279141,2.448761,4.280624,0.01204692,0.01276556,6.721503,2.7275,18.08706
Needle SAT3 Hapto,SAT3,0.1259773,6.901128,2.962342,0.5154976,2.893632,4.53863,0.01338281,0.01269242,6.755389,2.63,18.05224
Needle SAT3 Hapto,SAT3,0.1350356,6.201884,2.92518,0.5299776,2.776921,5.004234,0.01181495,0.01255391,6.129842,2.4825,17.82536
Needle SAT3 Hapto,SAT3,0.158166,7.01711,2.852339,0.5164522,2.491591,4.18935,0.01375855,0.01407378,6.916523,2.7475,18.4699
Needle SAT3 Hapto,SAT3,0.1391444,7.60024,2.761287,0.4710289,2.630423,4.439525,0.01287752,0.01360689,7.463334,2.6975,20.43973
Needle SAT3 Hapto,SAT3,0.1484647,7.871416,2.670873,0.5030434,2.812511,3.579118,0.01238882,0.01221681,7.648164,3.06,18.6003
Needle SAT3 Hapto,SAT3,0.151818,6.540729,2.747193,0.5554618,2.671087,3.891305,0.01234731,0.01240094,6.432161,2.865,16.72114
Needle SAT3 Hapto,SAT3,0.176627,8.030227,2.701267,0.4892893,2.342908,3.937831,0.01503337,0.01422148,7.883726,2.855,19.97842
Needle SAT3 Hapto,SAT3,0.1784631,7.52691,2.702566,0.520423,2.356784,3.619765,0.01208994,0.01197058,7.325811,3.05,18.27444
Needle SAT3 Hapto,SAT3,0.1736053,7.583926,2.813879,0.5050454,2.431786,4.210419,0.01561879,0.01505393,7.475522,2.6875,18.97722
Needle SAT3 Hapto,SAT3,0.1911316,6.535786,2.840237,0.5402875,2.315626,4.265883,0.01241827,0.01245145,6.437983,2.755,17.5853
Needle SAT3 Hapto,SAT3,0.1285718,6.269363,2.877314,0.5048769,2.718512,4.908014,0.01297094,0.01355381,6.22128,2.4825,18.41471
Needle SAT3 Hapto,SAT3,0.148465,7.844423,2.878364,0.4585468,2.64987,4.657277,0.01518782,0.015444,7.736235,2.5875,20.98997
Needle SAT3 Hapto,SAT3,0.1569289,6.625775,2.914095,0.513933,2.678554,4.474886,0.01362917,0.01311253,6.545628,2.635,18.08439
Needle SAT3 Hapto,SAT3,0.1798957,8.252974,2.732591,0.520891,2.414879,3.591377,0.01340751,0.01310901,8.050185,3.0125,19.23623
Needle SAT3 Hapto,SAT3,0.1341877,7.678501,2.730358,0.4904507,2.915028,3.854696,0.01403337,0.01333082,7.528196,2.88,18.95643
Needle SAT3 Hapto,SAT3,0.1751742,7.687059,2.825864,0.4830825,2.359877,4.26781,0.01559578,0.01475752,7.556677,2.7175,19.72039
Needle SAT3 Hapto,SAT3,0.1793786,6.71345,2.762641,0.569667,2.446127,4.194948,0.01204892,0.01223955,6.604612,2.7575,17.03715
Needle SAT3 Hapto,SAT3,0.1416467,7.461578,2.731566,0.5050562,2.59031,3.992986,0.01220009,0.01256926,7.303507,2.8825,19.23853
Needle SAT3 Hapto,SAT3,0.2041913,7.873128,2.889535,0.5526459,2.186156,3.580042,0.0125393,0.01182969,7.644672,3.0175,17.54423
Needle SAT3 Hapto,SAT3,0.1265515,8.441056,2.632057,0.4796001,2.869678,4.032143,0.01378027,0.0131614,8.235958,2.83,19.96198
Needle SAT3 Hapto,SAT3,0.1511716,6.885589,2.830169,0.5469212,2.630886,4.348991,0.01235374,0.01280941,6.738287,2.705,17.55861
Needle SAT3 Hapto,SAT3,0.1752986,8.743707,2.837339,0.500965,2.497693,3.428592,0.01348565,0.01225968,8.451789,3.0875,18.74048
Needle SAT3 Hapto,SAT3,0.1335841,6.854258,2.710102,0.4857056,2.790379,4.693954,0.01316689,0.01331978,6.778532,2.5725,19.29031
Needle SAT3 Hapto,SAT3,0.1640873,7.038083,2.887918,0.5240654,2.543729,4.380375,0.01238286,0.01243152,6.895238,2.69,17.96725
Needle SAT3 Hapto,SAT3,0.1521374,7.513117,2.903309,0.4479937,2.455932,4.694491,0.01444559,0.01470153,7.434877,2.5875,21.07575
Needle SAT3 Hapto,SAT3,0.1881386,7.910393,2.88546,0.5001207,2.401094,3.879165,0.01510141,0.01372855,7.73573,2.855,18.80983
Needle SAT3 Hapto,SAT3,0.1318547,7.333313,2.735554,0.4991517,2.783942,4.066725,0.0131601,0.01389397,7.213137,2.7775,18.82669
Needle SAT3 Hapto,SAT3,0.17032,6.30948,2.789153,0.5307328,2.338865,4.895383,0.0127768,0.01286484,6.260796,2.5375,18.55908
Needle SAT3 Hapto,SAT3,0.2025723,7.499357,2.911654,0.4825255,2.109278,4.780193,0.01461145,0.01441688,7.383315,2.5425,19.93507
Needle SAT3 Hapto,SAT3,0.1514131,5.894145,2.83518,0.5937552,2.648332,4.125146,0.0119641,0.01264458,5.80867,2.76,15.63096
Needle SAT3 Hapto,SAT3,0.1584244,6.852205,2.787345,0.5101564,2.512636,4.572586,0.01442769,0.0143472,6.766039,2.625,18.66692
Needle SAT3 Hapto,SAT3,0.1424093,7.104288,2.706607,0.4966928,2.60601,4.517705,0.01302199,0.01289496,6.970276,2.6475,19.00611
Needle SAT3 Hapto,SAT3,0.1664408,8.014794,2.819697,0.4842116,2.560846,3.928168,0.01360296,0.01291873,7.820386,2.86,19.31352
Needle SAT3 Hapto,SAT3,0.167074,7.035334,2.754188,0.5284321,2.478535,4.309652,0.01397762,0.01404765,6.920968,2.715,18.77356
Needle SAT3 Hapto,SAT3,0.2066121,7.965291,2.85576,0.4971909,2.207956,3.871849,0.01261641,0.01276514,7.81661,2.9075,19.4059
Needle SAT3 Hapto,SAT3,0.1439616,7.379459,2.831717,0.5153158,2.738604,3.908776,0.01233992,0.01242528,7.211923,2.87,18.07145
Needle SAT3 Hapto,SAT3,0.1723857,7.507245,2.854548,0.5088935,2.356446,4.210463,0.01277891,0.01419347,7.370936,2.73,19.10512
Needle SAT3 Hapto,SAT3,0.1653195,8.1042,2.819018,0.4471268,2.535199,4.550615,0.01436572,0.01434988,7.938337,2.6425,20.96982
Needle SAT3 Hapto,SAT3,0.1451519,8.104596,2.705411,0.4924977,2.56357,3.804747,0.0135989,0.01318835,7.921774,2.8975,19.02508
Needle SAT3 Hapto,SAT3,0.1824445,7.499155,2.762432,0.5082891,2.294172,4.139035,0.01309383,0.01296282,7.364406,2.795,18.98069
Needle SAT3 Hapto,SAT3,0.1807948,7.122886,2.661605,0.5605972,2.352234,3.946419,0.01231348,0.01252641,6.982108,2.8675,17.66311
Needle SAT3 Hapto,SAT3,0.1451077,6.992527,2.574938,0.5649122,2.738462,3.908346,0.01201151,0.0128288,6.8464,2.925,17.38893
Needle SAT3 Hapto,SAT3,0.1403291,7.60731,2.664853,0.4753694,2.657644,3.752515,0.01245974,0.01306695,7.462797,2.9825,19.66521
Needle SAT3 Hapto,SAT3,0.189717,7.557045,2.843893,0.4835583,2.375116,4.379563,0.01474664,0.01404162,7.424997,2.67,19.57699
Needle SAT3 Hapto,SAT3,0.1793234,6.756405,2.89886,0.5446957,2.242853,4.510045,0.01323007,0.01295443,6.632077,2.64,17.96732
Needle SAT3 Hapto,SAT3,0.1428584,8.18849,2.831714,0.4516269,2.786211,4.223259,0.01412914,0.01339548,7.993587,2.8025,20.50804
Needle SAT3 Hapto,SAT3,0.1644541,7.307462,2.90932,0.4905215,2.450462,4.056102,0.01262752,0.01253108,7.175668,2.835,19.03786
Needle SAT3 Hapto,SAT3,0.1801974,7.644667,2.822614,0.4696906,2.344156,4.504037,0.0126659,0.01407322,7.520703,2.655,20.43739
Needle SAT3 Hapto,SAT3,0.1807319,8.255631,2.662844,0.5114312,2.370354,3.64716,0.01473044,0.01385157,8.069099,2.985,19.24039
Needle SAT3 Hapto,SAT3,0.176319,8.752795,2.76178,0.5001056,2.569971,3.530422,0.0146325,0.01330228,8.485502,3.0225,19.04578
Needle SAT3 Hapto,SAT3,0.2015568,7.892657,2.725759,0.5249803,2.208585,3.703824,0.01366712,0.01288334,7.68874,2.95,18.31153
Needle SAT3 Hapto,SAT3,0.1417737,7.703453,2.903688,0.4981645,2.778248,4.124162,0.01395674,0.01389977,7.547436,2.77,19.04544
Needle SAT3 Hapto,SAT3,0.1473642,7.523316,2.66567,0.5097143,2.627658,3.713238,0.01334647,0.01308003,7.360396,2.98,18.88131
Needle SAT3 Hapto,SAT3,0.1628119,6.572426,2.898768,0.5304275,2.515246,4.715196,0.01227802,0.01217169,6.391754,2.5825,17.65813
Needle SAT3 Hapto,SAT3,0.1622404,7.710068,2.861328,0.501232,2.529533,4.3765,0.0143896,0.01434899,7.566399,2.6575,19.07785
Needle SAT3 Hapto,SAT3,0.1490294,7.369181,2.793125,0.503394,2.820566,4.009749,0.01380056,0.01331209,7.232974,2.8125,18.52103
Needle SAT3 Hapto,SAT3,0.1596497,7.299142,2.835167,0.4794878,2.399918,4.779616,0.01311532,0.01300288,7.169376,2.5475,19.69641
Needle SAT3 Hapto,SAT3,0.1822378,6.640826,2.842019,0.4909574,2.299862,4.901724,0.01313398,0.01397395,6.578904,2.5175,19.34487
Needle SAT3 Hapto,SAT3,0.1555731,7.324855,2.728104,0.5136038,2.621095,4.294871,0.01513632,0.01471009,7.210916,2.7125,18.76987
Needle SAT3 Hapto,SAT3,0.1861314,7.424395,2.823926,0.4665311,2.341134,4.298225,0.01234259,0.01245157,7.301415,2.79,20.25116
Needle SAT3 Hapto,SAT3,0.1752069,7.947433,2.764102,0.4860822,2.487505,4.298724,0.01499561,0.01424102,7.812713,2.7275,20.09945
Needle SAT3 Hapto,SAT3,0.1303288,7.598643,2.610913,0.483197,2.780396,3.823052,0.01246562,0.01319372,7.446886,2.935,19.47259
Needle SAT3 Hapto,SAT3,0.1998899,8.032328,2.905436,0.5114934,2.272396,3.672974,0.0134088,0.01313899,7.832591,2.9525,18.51982
Needle SAT3 Hapto,SAT3,0.1529263,7.455582,2.751202,0.4986335,2.592744,4.302999,0.01437017,0.01389501,7.334935,2.69,18.89372
Needle SAT3 Hapto,SAT3,0.1653465,6.417144,2.710647,0.5731715,2.560489,4.194535,0.01105332,0.01109085,6.282399,2.7975,16.51338
Needle SAT3 Hapto,SAT3,0.1522038,6.629233,2.746037,0.5385704,2.68449,4.239023,0.0127129,0.01272145,6.508434,2.7375,17.2703
Needle SAT3 Hapto,SAT3,0.1463368,6.995085,2.758356,0.5393113,2.674399,4.106874,0.01372947,0.01368605,6.849407,2.78,17.82429
Needle SAT3 Hapto,SAT3,0.1861706,6.168381,2.794567,0.5602396,2.301533,4.807156,0.01186722,0.01250699,6.074204,2.545,17.16264
Needle SAT3 Hapto,SAT3,0.1650262,7.418501,2.786012,0.5220046,2.708214,3.992831,0.01476259,0.01342054,7.247077,2.805,17.85
